SKU,Product Title,QTY,Expiring QTY,Days till Expiration,Sell Out in Days,Unit Cost,Retail Price,Net Weight,Unit Gross Weight (g),Vendor-L,Farm Level,Product Type,Cacaonum,Allergens,Awards,Chocolate Type,Diet Icons,Exceeds Sellout,Source Country,Inclusion or Flavor,Tags-L
XD-DEF-302,Definite Drinking Chocolate w/ Dominican Spices 60%,89,17,340,"8,010",$6.75,$21.00,0,226.8,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Drinking Chocolate,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Flavored","Organic Cacao,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","7,670",Dominican Republic,Spice,"BTGO,btgt,estate-Oko Caribe,marginhigh,mcountry-Dominican Republic,region-Duarte"
XD-DEF-320,Definite Drinking Chocolate Dark 70%,347,347,554,"5,205",$1.00,$3.00,0,283.5,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Drinking Chocolate,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Organic Cacao,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","4,651",Dominican Republic,,"BTGO,btgt,estate-Oko Caribe,marginhigh,mcountry-Dominican Republic,region-Duarte"
XD-DEF-321,Definite Drinking Chocolate w/ Dominican Spices 60%,309,309,554,"2,781",$1.00,$3.00,0,226.8,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Drinking Chocolate,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Flavored","Organic Cacao,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","2,227",Dominican Republic,Spice,"BTGO,btgt,estate-Oko Caribe,marginhigh,mcountry-Dominican Republic,region-Duarte"
XD-FIR-300,Firetree Drinking Chocolate Philippines 73%,20,20,340,200,$9.31,$28.00,245,317.51,Firetree,"Farm 1,Farm 2",Drinking Chocolate,73,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-140,Philippines,,"btgt,marginhigh,mcountry-United Kingdom"
XD-FIR-301,Firetree Drinking Chocolate Vanuatu Malekula Island 72%,35,35,340,350,$9.31,$28.00,245,317.51,Firetree,"Farm 1,Farm 2",Drinking Chocolate,72,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free","AOC silver 2024,GT two 2020","Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",10,Vanuatu,,"btgt,has-award,marginhigh,mcountry-United Kingdom,region-Malekula Island"
XD-FIR-302,Firetree Drinking Chocolate Solomon Islands 100%,21,21,340,79,$9.31,$28.00,245,317.51,Firetree,"Farm 1,Farm 2",Drinking Chocolate,100,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"100% Cacao,Dark,Plain","Kosher-LBD,Halal,Kosher,Sugar Free,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-261.25,Solomon Islands,,"btgt,marginhigh,mcountry-United Kingdom,region-Guadalcanal"
XD-FJA-301,Fjåk Drinking Chocolate Dark Uganda 100%,35,15,584,143,$8.37,$26.00,220,272.16,Fjak,"Farm 1,Farm 2",Drinking Chocolate,100,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",AOC silver 2022,"100% Cacao,Plain","EU Organic,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-440.82,Uganda,,"btgt,distribution,estate-Semuliki Forest,fudgy,has-award,marginhigh,marginmidplus,mcountry-Norway,region-Bundibugyo"
XD-FJA-302,Fjåk Drinking Chocolate Dark Thailand 85%,80,30,584,514,$8.37,$26.00,220,272.16,Fjak,"Farm 1,Farm 2",Drinking Chocolate,85,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",,Dark,"EU Organic,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-69.71,Thailand,,"btgt,distribution,mcountry-Norway"
XD-FRB-300,French Broad Dark Hot Chocolate Mix,42,42,585,172,$9.00,$20.00,240,354.37,French Broad Chocolates,"Farm 1,Farm 2",Drinking Chocolate,70,"Trace Dairy,Trace Peanuts,Trace Soy,Trace Tree Nuts,Trace Gluten,Trace Sesame",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-413.18,Blend,,"marginmid,mcountry-United States"
XD-FRB-301,French Broad Milk Hot Chocolate Mix,32,32,615,"2,880",$8.10,$20.00,240,354.37,French Broad Chocolates,"Farm 1,Farm 2",Drinking Chocolate,45,"Contains Dairy,Trace Peanuts,Trace Soy,Trace Tree Nuts,Trace Gluten,Trace Sesame",,"Milk,Plain","No Gluten,No Soy,No Tree Nuts","2,265",Nicaragua,,"marginlow,mcountry-United States,nutty"
XD-PRA-303,Pralus Cacao Show (Hot Chocolate Mix),26,20,371,312,$10.25,$26.50,250,356.07,Francois Pralus,"Farm 1,Farm 2",Drinking Chocolate,75,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Tree Nuts,No Dairy",-59,Madagascar,,"Christmas,marginmid,mcountry-France"
XD-PSC-301,Pump Street Drinking Chocolate West Papua 70%,15,15,159,123,$13.49,$28.00,200,292.85,Pump Street,"Farm 1,Farm 2",Drinking Chocolate,70,"Trace Dairy,Trace Gluten,Trace Tree Nuts,Trace Sesame,Soy Free,Trace Peanuts",,"Dark,Plain","Organic+,Organic Sugar,Non GMO,Organic Cacao,No Refined Sugar,No Gluten,No Soy,No Tree Nuts,No Dairy",-36.27,Indonesia,Almond,mcountry-United Kingdom
XD-VAL-301,Valrhona Hot Chocolate Mix,65,17,554,202,$12.87,$30.00,340,340.19,Valrhona,"Farm 1,Farm 2,Farm 3",Drinking Chocolate,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",-352.28,Blend,,distribution
XS-AME-511,Amedei Easter Egg Toscano Black Dark 70% (Seasonal),23,23,204,518,$6.51,$22.00,80,184.27,Amedei,"Farm 1,Farm 2",Seasonal & Holiday,70,"Contains Dairy,Peanut Free,Sesame Free,Soy Free,Gluten Free",,Dark,Vegan+,313.5,Blend,Praline,"easter,Gifts,hidebox,mcountry-Italy"
XS-AME-512,Amedei Easter Egg Milk Chocolate and Hazelnut (Seasonal),16,16,204,"1,440",$6.51,$22.00,80,184.27,Amedei,"Farm 1,Farm 2",Seasonal & Holiday,32,"Contains Dairy,Peanut Free,Sesame Free,Soy Free,Contains Tree Nuts,Gluten Free",,"Inclusions,Milk",,"1,236",Blend,"Nuts,Praline","easter,expiring-now,Gifts,hidebox,mcountry-Italy"
XS-FRB-301,French Broad Mocha Hot Chocolate Drink,12,12,615,360,$8.10,$20.00,240,354.37,French Broad Chocolates,"Farm 1,Farm 2",Drinking Chocolate,,"Trace Dairy,Trace Gluten,Trace Sesame,Trace Peanuts,Trace Tree Nuts,Trace Soy",,"Dark,Flavored","Organic+,No Gluten,No Soy,No Tree Nuts,No Dairy",-255,Peru,Coffee,"Gifts,mcountry-United States"
XS-PSC-505,Pump Street Chicken and Egg Box Grenada 70% (Seasonal),13,13,401,585,$12.14,$28.00,68,102.06,Pump Street,"Farm 1,Farm 2",Seasonal & Holiday,75,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Trace Gluten",,"Dark,Plain",Vegan,184,Grenada,,"easter,Gifts,hidebox,mcountry-United Kingdom"
XS-PSC-506,Pump Street Chicken and Egg Box Hot Cross Bun 60% (Seasonal),16,16,401,720,$12.14,$28.00,68,102.06,Pump Street,"Farm 1,Farm 2",Seasonal & Holiday,60,"Contains Dairy,Peanut Free,Trace Sesame,Soy Free,Trace Tree Nuts,Contains Gluten",,"Dark Milk,Plain",,319,Ecuador,,"easter,Gifts,hidebox,mcountry-United Kingdom"
XS-PSC-507,Pump Street Chicken and Egg Box Madagascar Milk 58% (Seasonal),13,13,401,585,$12.14,$28.00,68,102.06,Pump Street,"Farm 1,Farm 2",Seasonal & Holiday,58,"Contains Dairy,Peanut Free,Trace Sesame,Soy Free,Trace Tree Nuts,Trace Gluten",,"Milk,Plain",,184,Madagascar,,"easter,Gifts,hidebox,mcountry-United Kingdom"
Y-AUR-600,Auro Bulk Baking White Chocolate 32% Coins 1kg,43,43,360,38,$13.87,$68.00,1,1043.26,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Bulk Chocolate,32,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Plain,White","Halal,No Gluten,No Tree Nuts",-321.68,Philippines,,"distribution,earthy,hidebox,marginhigh,mcountry-Philippines,region-Davao"
Y-AUR-601,Auro Bulk Baking Milk Chocolate 42% Coins 1kg,50,50,377,56,$12.07,$64.00,1,1043.26,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Bulk Chocolate,42,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Milk,Plain","Halal,No Gluten,No Tree Nuts",-320.75,Philippines,,"distribution,earthy,hidebox,marginhigh,mcountry-Philippines,region-Davao"
Y-AUR-602,Auro Bulk Baking Dark Chocolate 64% Coins 1kg,98,98,485,123,$13.28,$66.00,1,1043.26,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Bulk Chocolate,64,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","Halal,Vegan,No Gluten,No Tree Nuts,No Dairy",-362.5,Philippines,,"distribution,hidebox,marginhigh,mcountry-Philippines,region-Davao"
Y-AUR-603,Auro Bulk Baking Dark Chocolate Unsweetened Coins 100% 1kg,18,18,660,405,$15.24,$72.00,1,1043.26,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Bulk Chocolate,100,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"100% Cacao,Dark,Plain","Halal,Sugar Free,Vegan,No Gluten,No Tree Nuts,No Dairy",-255,Philippines,,"distribution,hidebox,marginhigh,mcountry-Philippines,region-Davao"
Y-AUR-610,Auro Bulk Baking Chocolate Baton Sticks 55% 1.2kg,48,48,414,"1,920",$16.47,$80.00,1.2,1315.42,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Bulk Chocolate,55,"Trace Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Halal,Vegan,No Gluten,No Tree Nuts,No Dairy","1,506",Philippines,,"distribution,hidebox,marginhigh,mcountry-Philippines,region-Davao"
Y-FIR-105,Firetree Bulk Create Philippines 73% 1kg,11,11,250,495,$25.82,$72.00,1,1043.26,Firetree,"Farm 1,Farm 2",Bulk Chocolate,73,"Trace Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Kosher-LBD,Kosher,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",245,Philippines,,"hidebox,mcountry-United Kingdom,overstock-little"
